From	To
ZNF146	7705
TMEM102	284114
TMEM101	84336
TMEM100	55273
TMEM107	84314
TMEM105	284186
TMEM104	54868
LYN	4067
PAPD7	11044
LYZ	4069
ZNF142	7701
ZNF141	7700
PAPD5	64282
ZNF143	7702
ZNF140	7699
INHBB	3625
ZNF138	7697
INHBA	3624
ZSCAN10	84891
ZNF134	7693
PAPD4	167153
ZNF135	7694
INHBE	83729
ZNF136	7695
INHBC	3626
ZSCAN16	80345
ZSCAN18	65982
ZSCAN12	9753
METTL11B	149281
ZER1	10444
OR5D13	390142
OR5D14	219436
OR5D16	390144
OR5D18	219438
ZNF177	7730
CLEC10A	10462
ZNF175	7728
ZNF174	7727
ZNF169	169841
ZSCAN22	342945
ZSCAN21	7589
ZSCAN20	7579
SNORD56B	26793
SNORD56B	319139
ZSCAN23	222696
ZSCAN29	146050
HSBP1L1	440498
ZNF160	90338
SPTY2D1	144108
CLEC11A	6320
ZNF165	7718
CDH12	1010
CDH13	1012
CDH15	1013
CDH16	1014
CDH17	1015
CDH18	1016
CDH19	28513
KIAA1549	57670
KATNAL1	84056
KATNAL2	83473
CDH10	1008
CDH11	1009
HMX2	3167
KIAA1598	57698
SLC13A5	284111
CSNK2A2	1459
MFF	56947
TCEB3CL	728929
TCEB3CL	162699
TCEB3CL	653420
IMP3	55272
CSNK2A1	1457
CSNK2A1	283106
UBXN2A	165324
UBXN2B	137886
IMP4	92856
DFFA	1676
DFFB	1677
MGP	4256
MNX1	3110
MGA	23269
SLFN12L	342615
HMX3	340784
ME1	4199
RAB7A	7879
ME3	10873
ME2	4200
CYSLTR2	57105
MDK	4192
IKBIP	121457
SLC35F1	222553
SLC35F2	54733
SLC35F3	148641
SLC35F4	341880
SLC35F5	80255
FKRP	79147
RAB6C	5870
RAB6C	100130819
RAB6C	150786
RAB6C	84084
HELLS	3070
PVT1	5820
RAB8A	4218
UBXN11	91544
FKTN	2218
FABP9	646480
RAB8B	51762
UBXN10	127733
EHMT1	79813
KIAA1586	57691
MET	4233
NTN4	59277
NTN5	126147
EHMT2	10919
NTN1	9423
NTN3	4917
IKBKE	9641
CASS4	57091
SLC13A1	6561
FABP3	2170
PTTG1IP	754
SNORD50A	26799
SNORD50A	692088
SLC13A2	9058
FABP4	2167
SNORD50B	26799
SNORD50B	692088
FABP1	2168
SLC13A3	64849
FABP2	2169
SLC13A4	26266
FABP7	2173
IKBKB	3551
LOC285692	285692
FABP5	728729
FABP5	729163
FABP5	642956
FABP5	2171
FABP5	728641
FABP6	2172
PTGES3	10728
HMSD	284293
PTGES2	80142
MBP	4155
CASP5	838
CASP6	839
MAX	4149
CASP3	836
WISP2	8839
WISP1	8840
PPP4R1L	55370
CASP4	837
MAZ	4150
SLC35D1	23169
CASP9	842
WISP3	8838
CASP7	840
SLC35D3	340146
LOC729159	729159
SLC35D2	11046
CASP8	841
CASP1	834
CNTLN	54875
CASP2	835
SLC43A1	8501
SLC43A2	124935
SLC43A3	29015
PTGER1	5731
PTGER2	5732
PTGER3	5733
PTGER4	5734
CNTN5	53942
CNTN6	27255
SLC35E4	339665
SLC35E3	55508
SLC35E2	9906
SLC35E1	79939
CNTN2	6900
CNTN1	1272
ANKFN1	162282
MCC	4163
CNTN4	152330
CNTN3	5067
CASQ1	844
CASQ2	845
CRYBG3	131544
GDAP2	54834
GDAP1	54332
SLC35A5	55032
STUB1	10273
SLC35B1	10237
SLC35B3	51000
SLC35B2	347734
SLC35B4	84912
MAF	4094
MAG	4099
GMDS	2762
MAK	4117
THEMIS	387357
MAL	4118
MEMO1	51072
MEMO1	645175
SLC35C2	51006
SLC35C1	55343
TMEM19	55266
TMEM18	129787
GLDN	342035
MIR526B	574468
RAB1B	81876
TMEM11	8834
TMEM17	200728
SLC35A1	10559
MOG	4340
GTF2IRD2B	389524
RAB1A	5861
SLC35A3	23443
HEMGN	55363
GLDC	2731
SLC35A4	113829
ATP2B1	490
ATP2B2	491
ATP2B4	493
PICALM	8301
RAB28	9364
RAB23	51715
MOS	4342
DYNC2H1	79659
PLA2G1B	5319
RAB24	53917
RAB25	57111
RAB26	25837
GLE1	2733
RAB20	55647
RAB21	23011
YDJC	150223
OPTC	26254
RRP7B	27341
RRP7B	91695
RRP7A	27341
RRP7A	91695
TANC1	85461
OPTN	10133
TMEM26	219623
TMEM25	84866
GLCE	26035
ATP2C2	9914
LETM1	3954
RAB18	22931
ATP2C1	27032
RAB19	401409
TANC2	26115
RAB17	64284
RAB14	51552
PLA2G2A	5320
MNT	4335
RAB15	376267
TGFBRAP1	9392
RAB12	201475
PLA2G2C	391013
RAB13	5872
RAB13	100131294
PLA2G2E	30814
RAB10	10890
PLA2G2D	26279
PLA2G2F	64600
GLG1	2734
CALY	50632
MMD	23531
MME	4311
LETM2	137994
RIMS2	9699
CALR	811
RIMS1	22999
RIMS4	140730
CALU	813
RIMS3	9783
HNRNPA3	220988
NAA50	80218
ALG1L	200810
ALG1L	645015
SUPV3L1	6832
MN1	4330
HNRNPAB	3182
RHBDF2	79651
MLN	4295
EIF1AD	84285
RHBDF1	64285
RYBP	23429
SEPN1	57190
HNRNPA1	728643
HNRNPA1	388275
HNRNPA1	3178
HNRNPA1	100131609
HNRNPA1	645691
HNRNPA1	644037
HNRNPA1	664709
HNRNPA0	10949
HN1L	90861
PLA2G4A	5321
ATP2A2	488
ATP2A3	489
MLX	6945
ATP2A1	487
NIPSNAP1	8508
CEMP1	752014
MCCD1	401250
PLA2G4F	255189
LOC613038	613038
ALG10	84920
ALG11	440138
ALG11	9724
PLA2G4C	8605
PLA2G4B	8681
PLA2G4B	100137047
PLA2G4B	100137049
ALG12	79087
PLA2G4E	123745
PLA2G4D	283748
ALG14	199857
RAB5B	5869
GSTA7P	2943
RAB5C	5878
TTLL9	164395
LOC285593	285593
TTLL4	9654
TTLL5	23093
TTLL6	284076
ZEB2	9839
ZEB1	6935
TTLL7	79739
GLI2	2736
TTLL1	25809
CANX	821
GLI3	2737
TTLL2	83887
GLI1	2735
TTLL3	10093
TTLL3	26140
CRYBB1	1414
MCCC2	64087
FLJ37505	400087
LONP1	9361
LONP2	83752
GLI4	2738
RRP1B	23076
MCCC1	56922
NHEG1	100294720
MKX	283078
RAB6B	51560
SEPP1	6414
CAP1	10487
RAB6A	5870
RAB6A	100130819
RAB6A	150786
RAB6A	84084
AGAP1	116987
AGAP2	116986
CRYBB3	1417
AGAP3	116988
AGAP4	119016
AGAP4	414189
CRYBB2	1415
CAMP	820
RAB4A	5867
RAB4B	53916
RPGRIP1	57096
RHBDD1	84236
RHBDD3	25807
RHBDD2	57414
ZDHHC14	79683
ZDHHC17	23390
ZDHHC16	84287
ZDHHC11	79844
ZDHHC13	54503
ZDHHC12	84885
RAB5A	5868
RASSF10	644943
CRYBA2	1412
CRYBA1	1411
CTDP1	9150
CRYBA4	1413
CAPS	828
MIA	8190
CLUAP1	23059
RAB3A	5864
RAB3B	5865
RAB3C	115827
RAB3D	9545
ZDHHC18	84243
ZDHHC19	131540
MIF	4282
HMMR	3161
ZDHHC24	254359
SPHKAP	80309
MIP	4284
AZU1	566
RAB42	115273
ZDHHC23	254887
LPXN	9404
RAB44	401258
ZDHHC22	283576
ZDHHC21	340481
RAB43	100131426
RAB43	339122
AMICA1	120425
ZDHHC20	253832
EIF4ENIF1	56478
RAB2A	5862
RAB2B	84932
PLA2G16	11145
RRP12	23223
PLA2G15	23659
CAP2	10486
PLA2G10	8399
IMMT	10989
RRP15	51018
NLGN1	22871
NLGN2	57555
SYNPO2	171024
MRPL42P5	359821
RAB32	10981
ERP44	23071
RAB31	11031
RAB30	27314
LOC644189	644189
LOC644189	122970
RAB37	326624
RAB36	9609
RAB35	100130711
RAB35	11021
SVIL	6840
RAB34	83871
CAPG	822
SVIP	258010
RAB38	23682
BCDIN3D	144233
SEPT5	5413
CAST	831
SEPT4	5414
SEPT3	55964
CASR	846
CRYGS	1427
SEPT2	4735
SEPT1	1731
CRYGN	155051
LOC644172	644172
RPS2P32	256355
FLCN	201163
CRYGA	1418
ZNF184	7738
CRYGB	1419
CRYGC	1420
ZNF181	339318
TMEM9B	56674
CRYGD	1421
PAPPA	493913
PAPPA	5069
TMEM99	147184
TMEM98	440181
TMEM98	26022
MX1	4599
MX2	4600
ZNF180	7733
KIAA0087	9808
LOC284023	284023
CARS	833
ERP27	121506
ERP29	10961
ZNF189	7743
NPEPPS	9520
NPEPPS	440434
MOGS	7841
SPA17	53340
NDEL1	81565
ZNF195	7748
CLEC12A	160364
CLEC12A	387837
ZNF197	10168
FNBP1L	54874
ANXA8L1	728113
CLEC12B	160364
CLEC12B	387837
ANXA8L2	244
MVK	4598
SEPT7	989
ANKFY1	51479
SEPT8	23176
SEPT9	10801
MVP	9961
FXYD1	5348
CAV3	859
FXYD2	486
CAV2	858
CAV1	857
TMEM199	147007
FXYD3	5349
FXYD4	53828
MVD	4597
TMEM80	283232
TMEM81	388730
TMEM82	388595
FXYD5	53827
FXYD6	53826
FXYD7	53822
MUT	4594
TMEM190	147744
TMEM192	201931
GLO1	2739
TMEM198	130612
TMEM196	256130
TMEM79	84283
SEPW1	6415
OBSCN	84033
TMEM97	27346
TMEM95	339168
GNRH1	2796
TMEM92	162461
GNRH2	2797
TMEM91	641649
LOC644145	644145
MIR196A2	406973
MIR196A1	406972
TMEM8C	389827
TMEM8B	51754
TMEM8A	58986
GRTP1	79774
MTR	4548
GLMN	11146
CD79B	974
CD79A	973
TMEM89	440955
CLEC14A	161198
TMEM88	92162
NPEPL1	79716
GM2A	2760
GNRHR	2798
TMEM60	85025
TMEM62	80021
TMEM61	199964
TMEM179	388021
TMEM64	169200
TMEM177	80775
TMEM175	84286
TMEM54	113452
CRYL1	51084
CLEC17A	388512
TMEM56	148534
TMEM173	340061
TMEM174	134288
TMEM57	55219
KIAA0040	9674
TMEM171	134285
TMEM59	9528
MT4	84560
MT3	4504
NACAP1	83955
SVOP	55530
HMBS	3145
TMEM71	137835
TMEM70	54968
OXGR1	27199
TMEM189	7335
TMEM189	730052
TMEM189	387521
TMEM189	387522
TMEM75	641384
KRTCAP2	200185
MSC	9242
TMEM74	157753
TMEM72	643236
KRTCAP3	200634
TMEM67	91147
TMEM68	137695
CLEC16A	23274
TMEM65	157378
TMEM186	25880
TMEM66	51669
TMEM180	79847
TMEM181	57583
TMEM182	130827
TMEM69	51249
MRO	83876
NKIRAS1	28512
NKIRAS2	28511
TMEM40	55287
TMEM158	25907
TMEM42	131616
TMEM156	80008
TMEM155	132332
ROPN1L	83853
TMEM159	57146
GLS2	27165
TMEM37	140738
KIAA0020	9933
TMEM154	201799
ROPN1B	152015
TMEM33	55161
PIKFYVE	200576
UGT2A2	574537
UGT2A1	10941
TMEM14E	645843
UGT2A3	79799
MR1	3140
GLRX	2745
MIR520B	574473
MIR520A	574467
GLRB	2743
MIR520D	574482
MPZ	4359
MIR520C	574476
TMEM53	79639
TMEM52	339456
PAPLN	89932
TMEM169	92691
TMEM51	55092
TMEM168	64418
MIR520F	574464
MIR520E	574461
MIR520H	574493
MON2	23041
MIR520G	574484
FRRS1	391059
MPG	4350
TMEM160	54958
MPI	4351
CLEC18A	348174
CLEC18B	497190
CLEC18C	283971
TMEM163	81615
TMEM43	79188
TMEM165	55858
TMEM44	93109
MAPK8IP2	23542
UGT2B4	7363
MPO	4353
MAPK8IP3	23162
MAPK8IP1	9479
MPL	4352
SRBD1	55133
UGT2B7	7364
FAM200B	285550
FAM200A	221786
STRC	554225
STRC	161497
FSTL3	10272
STRN	6801
ZNF250	58500
FSTL4	23105
FSTL1	11167
ZNF253	56242
ZNF254	9534
CITED4	163732
ZNF251	90987
CITED2	10370
ADAM6	8755
ADAM2	2515
FSTL5	56884
OSCAR	126014
ZNF248	57209
LUC7L2	51631
ADAM8	101
ADAM7	8756
LUC7L3	51747
ADAM9	8754
CRYAA	1409
UBE2MP1	606551
UBE2MP1	9040
CRYAB	1410
RXRB	6257
MPDZ	8777
RXRA	6256
RXRG	6258
SPIRE1	56907
SPIRE2	84501
ZNF234	10780
ZNF233	353355
LOC653160	653160
ZNF236	7776
ZNF235	9310
EIF2S1	1965
ZNF239	8187
EIF2S2	8894
SERPINA10	51156
SERPINA11	256394
SERPINA12	145264
ZNF232	7775
LOC731779	731779
SORCS1	114815
ZNF230	7773
SORCS2	57537
SORCS3	22986
ADAP1	11033
MCF2L2	23101
ZNF229	7772
ZNF227	7770
ZNF226	7769
ZNF225	7768
ZNF224	7767
ZNF223	7766
ZNF222	7673
NUDC	10726
LOC389332	389332
CD300E	342510
NUF2	83540
CD300C	10871
ZNF221	7638
ZNF215	7762
KIAA1407	57577
ADAP2	55803
ZNF217	7764
ZNF212	7988
PTAR1	375743
ZNF211	10520
CD300A	11314
ZNF214	7761
ZNF213	7760
ZNF219	51222
ZNF292	23036
ZNF518B	85460
ZNF296	162979
PDE11A	50940
ZNF518A	9849
TOP1P2	7152
TOP1P1	7151
ANGPT1	284
ZC3HAV1L	92092
MYB	4602
DHTKD1	55526
ANGPT2	285
MYC	4609
ANGPT4	51378
ZNF281	23528
STX6	10228
STX5	6811
ZNF283	284349
STX4	6810
STX3	6809
ZNF282	8427
STX2	2054
ZNF285	646915
ZNF285	147711
ZNF285	26974
ZNF284	342909
ZNF287	57336
KIAA1430	57587
PDE10A	10846
TOP1MT	116447
TLCD1	116238
OR10AD1	121275
TLCD2	727910
ZNF277	11179
KIAA1429	25962
MFSD7	84179
ZNF276	92822
MFSD6	54842
MFSD9	84804
ZNF274	10782
MFSD8	256471
ZNF273	10793
MFSD3	113655
ZNF271	10778
MFSD5	84975
MFSD4	148808
MFSD1	64747
PCSK2	5126
DGKA	1606
KIAA1432	57589
PCSK1	5122
DGKB	1607
DGKE	8526
DGKD	8527
DGKG	1608
PLA2G12A	81579
PLA2G12B	84647
PCSK9	255738
PCSK7	9159
PCSK7	653303
ZNF268	10795
PCSK6	5046
PCSK5	5125
ZNF266	10781
PCSK4	54760
ZNF267	10308
ZNF263	10127
HAPLN2	60484
HAPLN1	1404
HAPLN4	404037
CMTM1	113540
DGKQ	1609
ZNF264	9422
HAPLN3	145864
CMTM2	146225
NUB1	51667
ZNF260	339324
ELAVL1	1994
ELAVL2	1993
DGKH	160851
DGKI	9162
ELAVL3	1995
CELA1	1990
ELAVL4	1996
P2RY12	64805
P2RY13	53829
ORM1	5004
MPHOSPH9	10198
EVPLL	645027
P2RY11	5032
P2RY14	9934
CMTM8	152189
DGKZ	8525
CMTM7	112616
MPHOSPH6	10200
CMTM4	146223
ZNF256	10172
CMTM3	123920
ZNF257	113835
MPHOSPH8	54737
ORM2	5005
CMTM6	54918
TRIT1	54802
CMTM5	116173
EIF6	3692
GNPTG	84572
TSPAN1	10103
TSPAN2	10100
TSPAN3	10099
FUNDC2P2	388965
TSPAN4	7106
STYX	6815
TSPAN5	10098
EIF5	1983
TNFSF15	9966
TNFSF14	8740
TSPAN8	7103
TNFSF13	8741
TNFSF13	407977
TNFSF13	8742
TSPAN9	10867
TNFSF12	8741
TNFSF12	407977
TNFSF12	8742
TNFSF18	8995
CBFB	865
AGAP5	729092
AGAP5	728127
AGAP5	653259
AGAP5	642517
KDM1B	221656
OLFML1	283298
AGAP6	119016
AGAP6	414189
KDM1A	23028
KIAA1462	57608
OLFML3	56944
AGAP7	653268
AGAP8	728404
MIR181B1	406955
EIF1	10209
EIF1	730144
LOC730668	730668
INSR	3643
DDOST	1650
MIR181B2	406956
EDARADD	128178
KIAA1467	57613
KIAA1468	57614
SNORD62B	692093
SNORD62B	26786
ARPC1A	10552
ARPC1B	10095
ARPC1B	653888
AKR1B15	57016
AKR1B15	441282
KDM2B	84678
SGSM1	129049
SGSM2	9905
KDM2A	22992
SGSM3	27352
AKR1B10	57016
AKR1B10	441282
UPK3BL	100134938
PTGFRN	5738
NGB	58157
MIR181A2	406954
MIR181A1	406995
INTU	27152
NGF	4803
EID1	23741
EID2	163126
STX8	9482
STX7	8417
EID3	493861
ARPP21	10777
CCDC90B	60492
SNORD62A	692093
SNORD62A	26786
BRD7P3	23629
ZPLD1	131368
ENKUR	219670
FAM189A1	23359
NUMB	8650
FAM189A2	9413
PCYT1A	5130
SEC61A1	29927
SEC61A2	55176
TRIP4	9325
NIN	51199
ARPP19	643896
ARPP19	10776
ARPP19	646227
MYL12B	103910
INSC	387755
MYL12A	10627
HNRNPH3	3189
TNFSF10	8743
TNFSF11	8600
CARS2	79587
HNRNPH1	3187
TRIP6	7205
ZNF208	7757
NBN	4683
ZNF200	7752
CARKD	55739
ZNF202	7753
CXADR	1525
CXADR	646243
ZNF205	7755
GLB1	2720
ZNF207	7756
TRIM4	89122
TRIM5	85363
TRIM2	23321
TRIM3	10612
TRIM8	81603
TRIM9	114088
TRIM6	445372
TRIM6	53840
TRIM6	117854
LOC285768	285768
TRIM7	81786
SCARNA27	100124533
S100PBP	64766
LOC285762	285762
SCARNA22	677773
SCARNA22	677770
SCARNA20	677681
LRWD1	222229
KDM5A	5927
SCARNA21	677763
KDM5B	100133760
KDM5B	10765
HEMK1	51409
NUSAP1	51203
LRP2BP	55805
HLTF	6596
NCL	4691
BSPRY	54836
SCARNA15	677778
FLJ38576	651430
SCARNA16	677781
SCARNA17	677769
ARPC5L	81873
SCARNA18	677765
SCARNA11	677780
SCARNA12	677777
HORMAD1	84072
SCARNA13	283596
SCARNA13	677768
SCARNA14	692149
HORMAD2	150280
GALNT8	26290
CARM1	10498
GALNT9	50614
PTAFR	5724
KDM6B	23135
SCARNA10	692148
GALNT3	2591
GALNT2	2590
GALNT1	2589
GALNT1	114805
NDN	4692
HYLS1	219844
GALNT7	51809
GALNT6	11226
GALNT5	11227
GALNT4	8693
TYW3	127253
C1QTNF9	338872
ZNF204P	7754
ADAT1	23536
C1QTNF7	114905
C1QTNF8	390664
C1QTNF5	114902
C1QTNF6	114904
CYP4A22	284541
ZNF512B	57473
C1QTNF3	23600
C1QTNF3	114899
C1QTNF4	114900
C1QTNF1	114897
ADAT3	113179
ADAT2	134637
C1QTNF2	114898
KDM3A	55818
KDM3B	51780
NES	10763
NF2	4771
NF1	4763
PWP2	5822
PWP1	11137
CYP4A11	1579
FAM90A2P	728430
FAM90A2P	441332
FAM90A2P	441317
FAM90A2P	441328
FAM90A2P	645572
FAM90A2P	441327
FAM90A2P	728746
FAM90A2P	441326
FAM90A2P	729689
FAM90A2P	441324
FAM90A2P	441323
FAM90A2P	728753
NEB	4703
INVS	27130
KDM4B	23030
KDM4C	23081
KDM4A	9682
SLC14A1	6563
KDM4D	55693
SLC14A2	8170
ITGB3BP	23421
SLC36A1	206358
SLC36A2	153201
NOG	9241
HM13	81502
SLC36A3	285641
FGFRL1	53834
KPRP	448834
NOV	4856
EIF2B2	8892
EIF2B3	8891
EIF2B4	8890
EIF2B5	8893
ISLR2	57611
OSBP2	23762
RINT1	60561
RAP1GDS1	5910
NNT	23530
GIGYF2	26058
ITGA2B	3674
MPST	4357
KCNMB3	27094
KCNMB4	27345
FCER2	2208
ITGA11	22801
FIGLA	344018
ITGA10	8515
TJAP1	93643
KCNMB1	3779
KCNMB2	10242
DRAP1	10589
PBRM1	55193
AGBL2	79841
AGBL3	340351
NPB	256933
AGBL1	123624
SUB1	10923
AGBL4	84871
AGBL5	60509
NPL	80896
RPSAP9	653162
RPSAP9	389141
RPSAP9	220885
RPSAP9	730029
RPSAP9	644464
RPSAP9	388707
RPSAP9	387867
RPSAP9	643617
RPSAP9	3921
RPSAP9	388524
TULP2	7288
CBLC	23624
TULP1	7287
CBLB	868
TULP4	56995
NPS	594857
TULP3	7289
NPY	4852
DCP1B	196513
DCP1A	55802
NPW	283869
FJX1	24147
BET1L	51272
SLC36A4	120103
GTPBP10	85865
GOT1L1	137362
ZFYVE9	9372
MGC45922	284365
EPSTI1	94240
DYNC1H1	1778
ZFYVE1	53349
KCNMA1	3778
DYNC1I1	1780
LOC283585	283585
RPH3AL	9501
CBR4	84869
CBR3	874
CHMP1A	5119
CHMP1B	57132
NUS1	729148
NUS1	116150
DYNC1I2	728532
DYNC1I2	1781
NMI	9111
NMB	4828
SUFU	51684
BEST4	266675
BEST2	54831
BEST3	144453
CBR1	873
BEST1	7439
NMS	129521
NMU	10874
NLK	51701
SDC4P	376844
EIF2B1	1967
INMT	11185
DNPEP	23549
DRAM2	128338
NLN	57486
KPTN	11133
DRAM1	55332
CHMP4C	92421
TMEM189-UBE2V1	7335
TMEM189-UBE2V1	730052
TMEM189-UBE2V1	387521
TMEM189-UBE2V1	387522
CHMP4B	128866
LMAN2L	81562
CHMP4A	29082
CBX4	8535
CBX3	644101
CBX3	11335
CBX2	84733
CBX1	10951
CBX8	57332
CBX7	23492
CBX6	23466
CBX5	23468
MUTYH	4595
CGGBP1	8545
RPL36AL	6166
POU5F1P3	642559
OR10AG1	282770
NUDT16P1	152195
NVL	4931
SUZ12	23512
CELF6	60677
CELF5	60680
CELF4	56853
CELF3	11189
SDCBP	6386
CELF2	10659
CELF1	10658
CHMP2A	27243
PAQR6	79957
PAQR7	164091
PAQR8	85315
PAQR9	344838
PAQR3	152559
CASD1	64921
PAQR4	124222
PAQR5	54852
CHMP2B	25978
ERO1L	30001
HAVCR2	84868
LMAN1L	79748
DAND5	199699
FLJ42627	645644
HAVCR1	26762
RABIF	5877
CASC4	113201
FN3KRP	79672
CASC5	57082
CASC2	255082
ENDOD1	23052
CASC3	22794
CASC1	55259
ATF7IP2	80063
NXN	64359
ASNA1	439
HLCS	3141
SNAR-A10	100170216
NUDT16L1	84309
SV2B	100128403
SV2B	9899
SV2A	9900
SV2C	22987
NSF	4905
SUOX	6821
CCDC88B	283234
CCDC88A	55704
RABL3	285282
WBSCR16	81554
WBSCR16	653375
MPP2	4355
WBSCR17	64409
CCDC88C	440193
MPP3	4356
MPP4	58538
MPP5	64398
RING1	6015
MPP6	51678
MPP7	143098
INHA	3623
SNAR-A14	100191063
UGT1A1	54575
UGT1A1	54576
UGT1A1	54577
UGT1A1	54578
UGT1A1	54600
UGT1A1	54579
UGT1A1	54657
UGT1A1	54658
UGT1A1	54659
SNAR-A11	100169954
NRM	11270
NRL	4901
FLJ37453	729614
HYMAI	57061
ADAD2	161931
ING5	84289
ING4	51147
WBSCR27	155368
ING3	54556
ING2	3622
WBSCR28	135886
ADAD1	132612
CTCFL	140690
WBSCR22	114049
P2RX6P	440799
UGT1A7	54575
UGT1A7	54576
UGT1A7	54577
UGT1A7	54578
UGT1A7	54600
UGT1A7	54579
UGT1A7	54657
UGT1A7	54658
UGT1A7	54659
UGT1A6	54575
UGT1A6	54576
UGT1A6	54577
UGT1A6	54578
UGT1A6	54600
UGT1A6	54579
UGT1A6	54657
UGT1A6	54658
UGT1A6	54659
UGT1A9	54575
UGT1A9	54576
UGT1A9	54577
UGT1A9	54578
UGT1A9	54600
UGT1A9	54579
UGT1A9	54657
UGT1A9	54658
UGT1A9	54659
UGT1A8	54575
UGT1A8	54576
UGT1A8	54577
UGT1A8	54578
UGT1A8	54600
UGT1A8	54579
UGT1A8	54657
UGT1A8	54658
UGT1A8	54659
SNORD116-9	727708
SNORD116-9	100033438
SNORD116-9	100033434
SNORD116-9	100033435
SNORD116-9	100033432
SNORD116-9	100033433
SNORD116-9	100033430
SNORD116-9	100033431
SNORD116-9	100033429
SNORD116-9	100033425
SNORD116-9	100033426
SNORD116-9	100033427
SNORD116-9	100033428
SNORD116-9	100033421
SNORD116-9	100033422
SNORD116-9	100033423
SNORD116-9	100033424
SNORD116-9	100033420
SNORD116-9	100033413
SNORD116-9	100033821
SNORD116-9	100033419
SNORD116-9	100033418
SNORD116-9	100033415
SNORD116-9	100033414
SNORD116-9	100033417
SNORD116-9	100033416
UGT1A3	54575
UGT1A3	54576
UGT1A3	54577
UGT1A3	54578
UGT1A3	54600
UGT1A3	54579
UGT1A3	54657
UGT1A3	54658
UGT1A3	54659
SNORD116-8	727708
SNORD116-8	100033438
SNORD116-8	100033434
SNORD116-8	100033435
SNORD116-8	100033432
SNORD116-8	100033433
SNORD116-8	100033430
SNORD116-8	100033431
SNORD116-8	100033429
SNORD116-8	100033425
SNORD116-8	100033426
SNORD116-8	100033427
SNORD116-8	100033428
SNORD116-8	100033421
SNORD116-8	100033422
SNORD116-8	100033423
SNORD116-8	100033424
SNORD116-8	100033420
SNORD116-8	100033413
SNORD116-8	100033821
SNORD116-8	100033419
SNORD116-8	100033418
SNORD116-8	100033415
SNORD116-8	100033414
SNORD116-8	100033417
SNORD116-8	100033416
SNORD116-7	727708
SNORD116-7	100033438
SNORD116-7	100033434
SNORD116-7	100033435
SNORD116-7	100033432
SNORD116-7	100033433
SNORD116-7	100033430
SNORD116-7	100033431
SNORD116-7	100033429
SNORD116-7	100033425
SNORD116-7	100033426
SNORD116-7	100033427
SNORD116-7	100033428
SNORD116-7	100033421
SNORD116-7	100033422
SNORD116-7	100033423
SNORD116-7	100033424
SNORD116-7	100033420
SNORD116-7	100033413
SNORD116-7	100033821
SNORD116-7	100033419
SNORD116-7	100033418
SNORD116-7	100033415
SNORD116-7	100033414
SNORD116-7	100033417
SNORD116-7	100033416
UGT1A5	54575
UGT1A5	54576
UGT1A5	54577
UGT1A5	54578
UGT1A5	54600
UGT1A5	54579
UGT1A5	54657
UGT1A5	54658
UGT1A5	54659
SNORD116-6	727708
SNORD116-6	100033438
SNORD116-6	100033434
SNORD116-6	100033435
SNORD116-6	100033432
SNORD116-6	100033433
SNORD116-6	100033430
SNORD116-6	100033431
SNORD116-6	100033429
SNORD116-6	100033425
SNORD116-6	100033426
SNORD116-6	100033427
SNORD116-6	100033428
SNORD116-6	100033421
SNORD116-6	100033422
SNORD116-6	100033423
SNORD116-6	100033424
SNORD116-6	100033420
SNORD116-6	100033413
SNORD116-6	100033821
SNORD116-6	100033419
SNORD116-6	100033418
SNORD116-6	100033415
SNORD116-6	100033414
SNORD116-6	100033417
SNORD116-6	100033416
UGT1A4	54575
UGT1A4	54576
UGT1A4	54577
UGT1A4	54578
UGT1A4	54600
UGT1A4	54579
UGT1A4	54657
UGT1A4	54658
UGT1A4	54659
SNORD116-5	727708
SNORD116-5	100033438
SNORD116-5	100033434
SNORD116-5	100033435
SNORD116-5	100033432
SNORD116-5	100033433
SNORD116-5	100033430
SNORD116-5	100033431
SNORD116-5	100033429
SNORD116-5	100033425
SNORD116-5	100033426
SNORD116-5	100033427
SNORD116-5	100033428
SNORD116-5	100033421
SNORD116-5	100033422
SNORD116-5	100033423
SNORD116-5	100033424
SNORD116-5	100033420
SNORD116-5	100033413
SNORD116-5	100033821
SNORD116-5	100033419
SNORD116-5	100033418
SNORD116-5	100033415
SNORD116-5	100033414
SNORD116-5	100033417
SNORD116-5	100033416
SNORD116-4	727708
SNORD116-4	100033438
SNORD116-4	100033434
SNORD116-4	100033435
SNORD116-4	100033432
SNORD116-4	100033433
SNORD116-4	100033430
SNORD116-4	100033431
SNORD116-4	100033429
SNORD116-4	100033425
SNORD116-4	100033426
SNORD116-4	100033427
SNORD116-4	100033428
SNORD116-4	100033421
SNORD116-4	100033422
SNORD116-4	100033423
SNORD116-4	100033424
SNORD116-4	100033420
SNORD116-4	100033413
SNORD116-4	100033821
SNORD116-4	100033419
SNORD116-4	100033418
SNORD116-4	100033415
SNORD116-4	100033414
SNORD116-4	100033417
SNORD116-4	100033416
SNORD116-3	727708
SNORD116-3	100033438
SNORD116-3	100033434
SNORD116-3	100033435
SNORD116-3	100033432
SNORD116-3	100033433
SNORD116-3	100033430
SNORD116-3	100033431
SNORD116-3	100033429
SNORD116-3	100033425
SNORD116-3	100033426
SNORD116-3	100033427
SNORD116-3	100033428
SNORD116-3	100033421
SNORD116-3	100033422
SNORD116-3	100033423
SNORD116-3	100033424
SNORD116-3	100033420
SNORD116-3	100033413
